Unkown,DATABASE_NAME,USER_NAME,SESSION_ID,PLAN_ID,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_SIZE,SQL_TEXT_TYPE,SQL_TEXT_HASH,newline,Clusters
58143,MARKETING,MARKETING_ETLUSER,8576377,10587781,8,4,0,2,External,1338457202,NA,4
58144,MARKETING,MARKETING_ETLUSER,8568570,10579940,0,2,0,0,External,1907071508,NA,4
58145,CIW_STAGE,CIW_ETLUSER,8466256,10501130,0,1,0,0,External,259061982,NA,4
58147,CIW_STAGE,CIW_ETLUSER,8477567,10513457,0,1,0,0,External,1594037545,NA,4
58154,CIW_STAGE,CIW_ETLUSER,8605402,10626726,0,1,0,0,External,883804858,NA,4
58155,CIW_STAGE,CIW_ETLUSER,8499752,10546099,0,1,0,0,External,1594037545,NA,4
58156,CIW_STAGE,CIW_ETLUSER,8498267,10544096,0,1,0,0,External,300539526,NA,4
58162,CIW_STAGE,CIW_ETLUSER,8472009,10507242,0,1,0,0,External,445844356,NA,4
58169,GMIP,GMIP_ETLUSER,8447150,10480493,6,3,0,2,External,1442222254,NA,4
58173,DDRS,DDRS_ETLUSER,8439329,10470116,0,1,0,0,External,517825435,NA,4
58186,GMIP,GMIP_OPR,8572102,10584655,0,1,0,0,External,1981087888,NA,4
58202,DDRS,DDRS_ETLUSER,8471460,10506714,0,1,0,0,External,1111631651,NA,4
58204,DDRS,DDRS_ETLUSER,8481736,10519463,0,1,0,0,External,41805543,NA,4
58218,DDRS,DDRS_ETLUSER,8593039,10611561,0,5,0,0,External,949582740,NA,4
58220,DDRS,DDRS_ETLUSER,8593159,10611715,0,1,0,0,External,593272608,NA,4
58223,DDRS,DDRS_ETLUSER,8608398,10630015,0,1,0,0,External,1820937308,NA,4
58231,CIW_STAGE,KPI_SQFUSER,8466166,10500947,0,3,0,0,External,788577593,NA,4
58240,CIW_STAGE,CIW_ETLUSER,8446356,10479433,0,1,0,0,External,883804858,NA,4
58241,CIW_STAGE,CIW_ETLUSER,8449206,10482870,0,2,0,0,External,670401081,NA,4
58242,CIW_STAGE,CIW_ETLUSER,8449056,10482659,0,1,0,0,External,1811111342,NA,4
58243,CIW_STAGE,CIW_ETLUSER,8447133,10480459,1,2,1,24,External,670401081,NA,4
58244,CIW_STAGE,CIW_ETLUSER,8447036,10480367,0,1,0,0,External,445844356,NA,4
58245,CIW_STAGE,CIW_ETLUSER,8435539,10464632,0,1,0,0,External,1594037545,NA,4
58247,CIW_STAGE,CIW_ETLUSER,8433838,10463058,1,1,1,12,External,883804858,NA,4
58249,CIW_STAGE,CIW_ETLUSER,8433888,10463101,0,1,0,0,External,1580626441,NA,4
58250,CIW_STAGE,CIW_ETLUSER,8433743,10462990,0,1,0,0,External,445844356,NA,4
58253,CIW_STAGE,CIW_ETLUSER,8430890,10459396,0,1,0,0,External,300539526,NA,4
58254,CIW_STAGE,CIW_ETLUSER,8425498,10453621,3,6,84,2361,External,1444108858,NA,4
58255,CIW_STAGE,CIW_ETLUSER,8425834,10453949,0,1,0,0,External,263422040,NA,4
58256,CIW_STAGE,CIW_ETLUSER,8424055,10451937,0,1,0,0,External,1594037545,NA,4
58257,CIW_STAGE,CIW_ETLUSER,8426457,10454573,0,1,0,0,External,1953664530,NA,4
58259,CIW_STAGE,CIW_ETLUSER,8434503,10463675,0,1,0,0,External,1953664530,NA,4
58261,CIW,CIW_ETLUSER,8444035,10476504,0,1,0,0,External,1830938492,NA,4
58277,CIW_STAGE,CIW_ETLUSER,8442682,10475202,0,1,0,0,External,1594037545,NA,4
58278,CIW,CIW_ETLUSER,8443747,10476225,0,1,0,0,External,1830938492,NA,4
58279,CIW_STAGE,CIW_ETLUSER,8443185,10475774,0,1,0,0,External,1580626441,NA,4
58281,GMIP,GMIP_ETLUSER,8448096,10481461,2,1,221412,23549728,External,2038127902,NA,1
58283,GMIP,GMIP_ETLUSER,8447310,10480781,7,4,0,2,External,1849386096,NA,4
58293,CIW_STAGE,CIW_ETLUSER,8580158,10591914,79,1,0,0,External,445844356,NA,4
58294,CIW_STAGE,CIW_ETLUSER,8614487,10636947,0,1,0,0,External,883804858,NA,4
58295,CIW_STAGE,CIW_ETLUSER,8606869,10628462,0,1,0,0,External,1580626441,NA,4
58296,CIW_STAGE,CIW_ETLUSER,8606803,10628396,0,1,0,0,External,445844356,NA,4
58301,CIW_STAGE,CIW_ETLUSER,8454113,10487988,0,1,0,0,External,445844356,NA,4
58307,CIW_STAGE,CIW_ETLUSER,8455876,10489990,1,2,1,24,External,670401081,NA,4
58308,CIW_STAGE,CIW_ETLUSER,8455348,10489425,1,1,1,16,External,300539526,NA,4
58319,GMIP,GMIP_OPR,8503717,10550648,0,1,0,0,External,1001102442,NA,4
58324,ICE,ICE_ETLUSER,8562069,10570494,0,5,0,0,External,1748407766,NA,4
58329,DDRS,DDRS_ETLUSER,8569648,10581550,1,1,1,28,External,452618009,NA,4
58331,DDRS,DDRS_ETLUSER,8565563,10575696,0,1,0,0,External,517825435,NA,4
58334,DDRS,DDRS_ETLUSER,8596725,10616250,0,1,0,0,External,452409610,NA,4
58338,DDRS,DDRS_ETLUSER,8578972,10590536,2,1,1,10,External,517825435,NA,4
58341,DDRS,DDRS_ETLUSER,8579322,10590938,1,1,1,20,External,1691068442,NA,4
58343,DDRS,DDRS_ETLUSER,8600501,10621254,2,12,755,234626,External,943716184,NA,4
58344,DDRS,DDRS_ETLUSER,8613598,10636048,0,1,0,0,External,517214627,NA,4
58345,DDRS,DDRS_ETLUSER,8608630,10630256,0,1,0,0,External,1820937308,NA,4
58348,CIW_STAGE,CIW_ETLUSER,8608168,10629820,0,1,0,0,External,2005760714,NA,4
58352,CIW_STAGE,CIW_ETLUSER,8607623,10629111,0,2,0,0,External,1813232277,NA,4
58353,CIW_STAGE,CIW_ETLUSER,8604983,10626291,0,1,0,0,External,1580626441,NA,4
58354,CIW_STAGE,CIW_ETLUSER,8606386,10627876,1,1,0,0,External,1811111342,NA,4
58355,CIW_STAGE,CIW_ETLUSER,8614339,10636824,0,2,0,0,External,670401081,NA,4
58364,CIW,CIW_ETLUSER,8613158,10635627,5,3,0,2,External,389549261,NA,4
58365,CIW,CIW_ETLUSER,8612827,10635193,0,1,0,0,External,1830938492,NA,4
58369,CIW_STAGE,CIW_ETLUSER,8604558,10625823,0,2,0,0,External,670401081,NA,4
58371,CIW_STAGE,CIW_ETLUSER,8604089,10625276,0,2,0,0,External,1813232277,NA,4
58374,CIW_STAGE,CIW_ETLUSER,8604455,10625743,0,1,0,0,External,132507174,NA,4
58376,CIW_STAGE,CIW_ETLUSER,8603328,10624362,0,1,0,0,External,1811111342,NA,4
58377,CIW_STAGE,CIW_ETLUSER,8602904,10624029,0,1,0,0,External,1953664530,NA,4
58379,CIW_STAGE,CIW_ETLUSER,8605494,10626789,0,1,0,0,External,883804858,NA,4
58381,CIW_STAGE,CIW_ETLUSER,8614194,10636722,3,9,2936,120401,External,1087773907,NA,4
58382,CIW_STAGE,CIW_ETLUSER,8614245,10636748,0,1,0,0,External,1594037545,NA,4
58388,CIW_STAGE,CIW_ETLUSER,8475174,10510633,0,1,0,0,External,445844356,NA,4
58393,CIW_STAGE,CIW_ETLUSER,8479475,10516030,0,1,0,0,External,300539526,NA,4
58394,CIW_STAGE,CIW_ETLUSER,8471455,10506711,0,1,0,0,External,1580626441,NA,4
58395,CIW_STAGE,CIW_ETLUSER,8471398,10506611,1,1,2578,51560,External,1594037545,NA,4
58398,CIW_STAGE,CIW_ETLUSER,8478066,10514127,0,1,0,0,External,445844356,NA,4
58399,CIW_STAGE,CIW_ETLUSER,8475491,10510943,0,1,0,0,External,845098298,NA,4
58402,CIW_STAGE,CIW_ETLUSER,8471825,10507114,1,2,1,32,External,670401081,NA,4
58403,CIW,CIW_ETLUSER,8472635,10507925,0,1,0,0,External,1830938492,NA,4
58421,CIW_STAGE,CIW_ETLUSER,8461840,10496452,1,1,405,8100,External,1594037545,NA,4
58423,CIW_STAGE,CIW_ETLUSER,8465256,10499727,6,1,606,12110,External,1594037545,NA,4
58424,CIW_STAGE,CIW_ETLUSER,8462486,10497022,0,1,0,0,External,1953664530,NA,4
58425,CIW,CIW_ETLUSER,8449649,10483497,1,3,4441,462528,External,1463528346,NA,4
58462,CIW_STAGE,CIW_ETLUSER,8454055,10487944,1,1,1,8,External,445844356,NA,4
58464,CIW_STAGE,CIW_ETLUSER,8459740,10494219,0,4,0,0,External,1880983420,NA,4
58465,CIW_STAGE,CIW_ETLUSER,8460589,10495240,0,1,0,0,External,445844356,NA,4
58466,CIW_STAGE,CIW_ETLUSER,8458754,10493175,0,1,0,0,External,300539526,NA,4
58470,CIW_STAGE,CIW_ETLUSER,8463398,10497925,1,1,3644,72880,External,1594037545,NA,4
58471,CIW_STAGE,CIW_ETLUSER,8462624,10497207,0,1,0,0,External,37562516,NA,4
58478,CIW_STAGE,CIW_ETLUSER,8608111,10629733,0,1,0,0,External,1762037385,NA,4
58479,CIW_STAGE,CIW_ETLUSER,8607145,10628709,0,1,0,0,External,1580626441,NA,4
58482,CIW_STAGE,CIW_ETLUSER,8604744,10626024,0,1,0,0,External,445844356,NA,4
58485,CIW,CIW_ETLUSER,8614925,10637426,0,4,0,0,External,437242643,NA,4
58487,CIW,CIW_ETLUSER,8613489,10635957,0,1,0,0,External,1830938492,NA,4
58488,CIW_STAGE,CIW_ETLUSER,8613097,10635542,4,9,1472,41216,External,548533766,NA,4
58492,CIW_STAGE,CIW_ETLUSER,8615321,10637761,1,2,1,24,External,670401081,NA,4
58493,CIW_STAGE,CIW_ETLUSER,8614272,10636778,3,2,3171818,63436353,External,1736497747,NA,3
58494,CIW,CIW_ETLUSER,8614576,10637045,0,1,0,0,External,1830938492,NA,4
58496,CIW_STAGE,CIW_ETLUSER,8612278,10634575,1,1,1,88,External,1580626441,NA,4
58500,CIW_STAGE,CIW_ETLUSER,8605700,10626957,0,1,0,0,External,1580626441,NA,4
58502,CIW_STAGE,CIW_ETLUSER,8604778,10626067,0,1,0,0,External,1811111342,NA,4
58505,CIW_STAGE,CIW_ETLUSER,8606830,10628427,0,1,0,0,External,1953664530,NA,4
58508,CIW_STAGE,CIW_ETLUSER,8607096,10628675,0,1,0,0,External,1594037545,NA,4
58513,CIW_STAGE,CIW_ETLUSER,8607073,10628653,0,1,0,0,External,259061982,NA,4
58515,CIW_STAGE,CIW_ETLUSER,8601339,10622404,0,1,0,0,External,1811111342,NA,4
58516,CIW_STAGE,CIW_ETLUSER,8602126,10623199,0,1,0,0,External,883804858,NA,4
58519,CIW_STAGE,CIW_ETLUSER,8603584,10624696,1,1,1,8,External,1953664530,NA,4
58520,CIW_STAGE,CIW_ETLUSER,8603809,10624927,0,1,0,0,External,445844356,NA,4
58527,CIW_STAGE,CIW_ETLUSER,8614991,10637468,0,1,0,0,External,300539526,NA,4
58529,CIW_STAGE,CIW_ETLUSER,8614251,10636750,0,1,0,0,External,1580626441,NA,4
58530,CIW_STAGE,CIW_ETLUSER,8615234,10637653,0,1,0,0,External,1811111342,NA,4
58531,CIW_STAGE,CIW_ETLUSER,8610911,10633160,0,1,0,0,External,1811111342,NA,4
58532,CIW_STAGE,CIW_ETLUSER,8612247,10634532,0,1,0,0,External,1594037545,NA,4
58533,CIW_STAGE,CIW_ETLUSER,8609373,10631134,0,1,0,0,External,766992162,NA,4
58542,CIW_STAGE,CIW_ETLUSER,8605993,10627280,0,1,0,0,External,883804858,NA,4
58543,CIW_STAGE,CIW_ETLUSER,8605363,10626698,0,1,0,0,External,1953664530,NA,4
58544,CIW_STAGE,CIW_ETLUSER,8608386,10630009,1,1,1,24,External,1614629517,NA,4
58546,CIW_STAGE,CIW_ETLUSER,8451587,10485432,0,1,0,0,External,1594037545,NA,4
58548,CIW_STAGE,CIW_ETLUSER,8456765,10490929,1,1,3541,70820,External,1594037545,NA,4
58549,CIW,CIW_ETLUSER,8456890,10491031,0,1,0,0,External,1830938492,NA,4
58552,CIW_STAGE,CIW_ETLUSER,8461005,10495775,0,1,0,0,External,1594037545,NA,4
58553,CIW_STAGE,CIW_ETLUSER,8462360,10496921,0,1,0,0,External,1580626441,NA,4
58555,CIW_STAGE,CIW_ETLUSER,8451787,10485646,0,1,0,0,External,1594037545,NA,4
58556,CIW_STAGE,CIW_ETLUSER,8448897,10482531,0,1,0,0,External,1580626441,NA,4
58557,CIW_STAGE,CIW_ETLUSER,8448771,10482422,0,1,0,0,External,845098298,NA,4
58558,CIW_STAGE,CIW_ETLUSER,8466021,10500749,0,1,0,0,External,845098298,NA,4
58559,CIW,CIW_ETLUSER,8467389,10502598,4,5,0,0,External,1871348167,NA,4
58561,CIW_STAGE,CIW_ETLUSER,8471658,10506919,0,1,0,0,External,37562516,NA,4
58565,CIW_STAGE,CIW_ETLUSER,8475353,10510778,5,1,0,2,External,883804858,NA,4
58567,CIW_STAGE,CIW_ETLUSER,8479339,10515897,1,1,1,8,External,1953664530,NA,4
58568,CIW_STAGE,CIW_ETLUSER,8479432,10515979,13,1,0,1,External,1472272850,NA,4
58569,CIW_STAGE,CIW_ETLUSER,8471442,10506695,0,1,0,0,External,1580626441,NA,4
58570,CIW_STAGE,CIW_ETLUSER,8471651,10506906,0,1,0,0,External,37562516,NA,4
58571,CIW_STAGE,CIW_ETLUSER,8613409,10635881,0,2,0,0,External,670401081,NA,4
58573,CIW_STAGE,CIW_ETLUSER,8612903,10635266,0,1,0,0,External,300539526,NA,4
58578,CIW_STAGE,CIW_ETLUSER,8604119,10625315,0,1,0,0,External,132507174,NA,4
58579,CIW_STAGE,CIW_ETLUSER,8602514,10623604,0,1,0,0,External,845098298,NA,4
58581,CIW_STAGE,CIW_ETLUSER,8601434,10622476,0,1,0,0,External,883804858,NA,4
58584,CIW_STAGE,CIW_ETLUSER,8608332,10629954,1,1,0,0,External,1811111342,NA,4
58586,CIW_STAGE,CIW_ETLUSER,8605775,10627016,0,1,0,0,External,883804858,NA,4
58587,CIW_STAGE,CIW_ETLUSER,8612102,10634445,0,1,0,0,External,1811111342,NA,4
58588,CIW_STAGE,CIW_ETLUSER,8614251,10636750,0,1,0,0,External,1580626441,NA,4
58597,CIW_STAGE,CIW_ETLUSER,8472106,10507351,0,1,0,0,External,845098298,NA,4
58600,CIW_STAGE,CIW_ETLUSER,8462917,10497471,0,1,0,0,External,883804858,NA,4
58602,CIW,CIW_ETLUSER,8462716,10497292,0,1,0,0,External,1953664530,NA,4
58606,CIW,CIW_ETLUSER,8464146,10498766,1239,23,54,32109,External,88993564,NA,4
58607,CIW_STAGE,CIW_ETLUSER,8462334,10496880,0,1,0,0,External,1580626441,NA,4
58614,CIW_STAGE,CIW_ETLUSER,8605303,10626644,0,1,0,0,External,300539526,NA,4
58615,CIW_STAGE,CIW_ETLUSER,8602452,10623532,0,1,0,0,External,883804858,NA,4
58616,CIW_STAGE,CIW_ETLUSER,8602891,10624024,1,1,1,12,External,1706266073,NA,4
58618,CIW_STAGE,CIW_ETLUSER,8606785,10628370,0,1,0,0,External,37562516,NA,4
58621,CIW_STAGE,CIW_ETLUSER,8613077,10635478,0,1,0,0,External,1811111342,NA,4
58622,CIW_STAGE,CIW_ETLUSER,8614616,10637072,0,1,0,0,External,883804858,NA,4
58623,CIW_STAGE,CIW_ETLUSER,8613083,10635482,0,1,0,0,External,1811111342,NA,4
58624,DDRS,DDRS_ETLUSER,8465896,10500581,0,1,0,0,External,1138553157,NA,4
58627,DDRS,DDRS_ETLUSER,8593196,10611764,0,1,0,0,External,929100235,NA,4
58633,DDRS,DDRS_ETLUSER,8608375,10630001,0,1,0,0,External,517214627,NA,4
58659,MBW_BSS,MBW_BSS_AIUSER,8565231,10575390,165,39,0,0,External,1598632609,NA,4
58708,GMIP,GMIP_ETLUSER,8448002,10481374,3,1,260760,27813021,External,1405272107,NA,1
58709,GMIP,GMIP_ETLUSER,8447241,10480589,2,3,1,6,External,1442222254,NA,4
58721,DDRS,DDRS_ETLUSER,8439472,10470454,0,1,0,0,External,30579390,NA,4
58724,DDRS,DDRS_ETLUSER,8458493,10492914,0,1,0,0,External,98434766,NA,4
58735,MBW_BSS,MBW_BSS_AIUSER,8492109,10535625,7,2,0,4,External,351029151,NA,4
58758,MARKETING,MARKETING_ETLUSER,8502716,10548995,0,1,0,0,External,1223189402,NA,4
58762,MARKETING,MARKETING_ETLUSER,8487327,10527950,0,1,0,0,External,1096289634,NA,4
58764,MARKETING,MARKETING_ETLUSER,8489918,10532521,0,1,0,0,External,903115505,NA,4
58766,MARKETING,MARKETING_ETLUSER,8490153,10532805,0,1,0,0,External,825906231,NA,4
58767,MARKETING,MARKETING_ETLUSER,8491108,10533960,0,1,0,0,External,844316160,NA,4
58768,MARKETING,MARKETING_ETLUSER,8489241,10531528,0,1,0,0,External,2011428679,NA,4
58769,MARKETING,MARKETING_ETLUSER,8488802,10530879,1,1,1,20,External,1096289634,NA,4
58773,MARKETING,MARKETING_ETLUSER,8503860,10550807,0,1,0,0,External,1833377552,NA,4
58775,MARKETING,MARKETING_ETLUSER,8500477,10546654,0,1,0,0,External,97673808,NA,4
58777,MARKETING,MARKETING_ETLUSER,8499266,10545377,0,1,0,0,External,1953664530,NA,4
58778,MARKETING,MARKETING_ETLUSER,8502329,10548402,0,1,0,0,External,1833377552,NA,4
58780,MARKETING,MARKETING_ETLUSER,8502295,10548351,0,1,0,0,External,1066123941,NA,4
58782,MARKETING,MARKETING_ETLUSER,8490044,10532651,0,1,0,0,External,1833377552,NA,4
58785,CIW_STAGE,CIW_ETLUSER,8438552,10468202,0,1,0,0,External,1580626441,NA,4
58796,CIW_STAGE,CIW_ETLUSER,8459781,10494254,0,2,0,0,External,670401081,NA,4
58800,CIW,CIW_ETLUSER,8457923,10492157,0,1,0,0,External,1830938492,NA,4
58802,CIW_STAGE,CIW_ETLUSER,8453473,10487361,0,1,0,0,External,883804858,NA,4
58804,CIW_STAGE,CIW_ETLUSER,8442578,10475138,0,1,0,0,External,1811111342,NA,4
58813,CIW_STAGE,CIW_ETLUSER,8443332,10475890,0,1,0,0,External,300539526,NA,4
58814,CIW_STAGE,CIW_ETLUSER,8429773,10458150,1,2,67,14204,External,1864580494,NA,4
58815,CIW_STAGE,CIW_ETLUSER,8453647,10487561,0,1,0,0,External,1953664530,NA,4
58817,CIW_STAGE,CIW_ETLUSER,8450124,10484025,1,1,1,12,External,883804858,NA,4
58818,CIW_STAGE,CIW_ETLUSER,8453893,10487782,1,1,1,16,External,300539526,NA,4
58820,CIW_STAGE,CIW_ETLUSER,8459740,10494219,0,4,0,0,External,1880983420,NA,4
58829,CIW_STAGE,CIW_ETLUSER,8435321,10464416,0,1,0,0,External,1580626441,NA,4
58830,CIW_STAGE,CIW_ETLUSER,8434700,10463863,0,1,0,0,External,1706266073,NA,4
58831,CIW_STAGE,CIW_ETLUSER,8435173,10464276,1,2,0,0,External,378217999,NA,4
58832,CIW_STAGE,CIW_ETLUSER,8434052,10463282,0,2,0,0,External,670401081,NA,4
58834,CIW_STAGE,CIW_ETLUSER,8432399,10461497,0,1,0,0,External,37562516,NA,4
58837,CIW_STAGE,CIW_ETLUSER,8457787,10491975,0,1,0,0,External,883804858,NA,4
58839,CIW_STAGE,CIW_ETLUSER,8454159,10488025,0,1,0,0,External,1953664530,NA,4
58840,CIW_STAGE,CIW_ETLUSER,8450655,10484595,0,1,0,0,External,883804858,NA,4
58841,CIW_STAGE,CIW_ETLUSER,8450485,10484423,0,1,0,0,External,1811111342,NA,4
58848,CIW_STAGE,CIW_ETLUSER,8488363,10530081,0,1,0,0,External,1706266073,NA,4
58849,CIW_STAGE,CIW_ETLUSER,8483984,10522802,1,1,1,8,External,1953664530,NA,4
58861,CIW_STAGE,CIW_ETLUSER,8467025,10502195,0,1,0,0,External,1811111342,NA,4
58862,CIW_STAGE,CIW_ETLUSER,8468910,10504004,0,1,0,0,External,1580626441,NA,4
58864,CIW_STAGE,CIW_ETLUSER,8470705,10505825,0,1,0,0,External,445844356,NA,4
58865,CIW_STAGE,CIW_ETLUSER,8475201,10510665,0,1,0,0,External,300539526,NA,4
58867,CIW_STAGE,CIW_ETLUSER,8470790,10505904,0,1,0,0,External,845098298,NA,4
58868,CIW_STAGE,CIW_ETLUSER,8475372,10510795,0,1,0,0,External,1594037545,NA,4
58870,CIW_STAGE,CIW_ETLUSER,8614178,10636688,1,2,1,32,External,670401081,NA,4
58871,CIW,CIW_ETLUSER,8614839,10637307,1,4,1,12,External,1302610039,NA,4
58873,CIW_STAGE,CIW_ETLUSER,8615154,10637600,0,1,0,0,External,1811111342,NA,4
58875,CIW_STAGE,CIW_ETLUSER,8602121,10623202,0,1,0,0,External,445844356,NA,4
58880,CIW_STAGE,CIW_ETLUSER,8604387,10625690,1,1,0,0,External,1811111342,NA,4
58881,CIW_STAGE,CIW_ETLUSER,8614599,10637059,0,1,0,0,External,1580626441,NA,4
58884,CIW_STAGE,CIW_ETLUSER,8615261,10637671,0,1,0,0,External,300539526,NA,4
58888,GMIP,GMIP_OPR,8569223,10581104,0,1,0,0,External,1248399225,NA,4
58906,CIW_STAGE,CIW_ETLUSER,8455496,10489594,1,1,1,8,External,1472272850,NA,4
58908,CIW_STAGE,CIW_ETLUSER,8459700,10494142,1,1,1,88,External,1580626441,NA,4
58909,CIW_STAGE,CIW_ETLUSER,8463757,10498312,1,1,1,16,External,300539526,NA,4
58916,CIW_STAGE,CIW_ETLUSER,8449888,10483756,0,1,0,0,External,1594037545,NA,4
58917,CIW,CIW_ETLUSER,8449755,10483620,1,1,615,75496,External,2004695829,NA,4
58918,CIW_STAGE,CIW_ETLUSER,8449588,10483410,0,1,0,0,External,766992162,NA,4
58920,CIW_STAGE,CIW_ETLUSER,8440693,10472746,0,1,0,0,External,1580626441,NA,4
58923,CIW_STAGE,CIW_ETLUSER,8434774,10463926,1,1,1,8,External,845098298,NA,4
58924,CIW_STAGE,CIW_ETLUSER,8434089,10463312,1,2,1,28,External,670401081,NA,4
58925,CIW_STAGE,CIW_ETLUSER,8430017,10458368,0,1,0,0,External,845098298,NA,4
58927,CIW_STAGE,CIW_ETLUSER,8438934,10468648,0,1,0,0,External,883804858,NA,4
58930,CIW_STAGE,CIW_ETLUSER,8462758,10497347,1,1,1,88,External,1580626441,NA,4
58931,CIW_STAGE,CIW_ETLUSER,8462640,10497222,0,2,0,0,External,670401081,NA,4
58933,CIW_STAGE,CIW_ETLUSER,8441345,10473614,5,5,175,8248,External,260399929,NA,4
58935,CIW,CIW_ETLUSER,8449611,10483430,0,1,0,0,External,1953664530,NA,4
58949,CIW_STAGE,CIW_ETLUSER,8464005,10498573,1,1,1,16,External,300539526,NA,4
58954,CIW_STAGE,CIW_ETLUSER,8479669,10516346,1,1,1,12,External,883804858,NA,4
58957,CIW_STAGE,CIW_ETLUSER,8485689,10525498,9,1,0,1,External,1953664530,NA,4
58961,CIW_STAGE,CIW_ETLUSER,8469538,10504649,0,2,0,0,External,670401081,NA,4
58962,CIW,CIW_ETLUSER,8444760,10477437,0,1,0,0,External,1683353286,NA,4
58963,CIW_STAGE,CIW_ETLUSER,8449067,10482662,0,1,0,0,External,300539526,NA,4
58967,CIW_STAGE,CIW_ETLUSER,8450662,10484605,0,1,0,0,External,1594037545,NA,4
58968,CIW_STAGE,CIW_ETLUSER,8425832,10453946,0,1,0,0,External,37562516,NA,4
58969,CIW_STAGE,CIW_ETLUSER,8422172,10450076,0,2,0,0,External,1251715140,NA,4
58971,CIW_STAGE,CIW_ETLUSER,8421840,10449674,0,1,0,0,External,1580626441,NA,4
58973,CIW_STAGE,CIW_ETLUSER,8431190,10459794,0,1,0,0,External,1953664530,NA,4
58974,CIW_STAGE,CIW_ETLUSER,8421793,10449616,0,1,0,0,External,883804858,NA,4
58977,CIW_STAGE,CIW_ETLUSER,8606900,10628484,0,1,0,0,External,132507174,NA,4
58978,CIW_STAGE,CIW_ETLUSER,8609755,10631793,0,1,0,0,External,845098298,NA,4
58988,CIW,CIW_ETLUSER,8614655,10637101,0,1,0,0,External,52490022,NA,4
58989,CIW_STAGE,CIW_ETLUSER,8614057,10636525,0,1,0,0,External,1594037545,NA,4
58990,CIW_STAGE,CIW_ETLUSER,8614711,10637160,0,1,0,0,External,300539526,NA,4
58994,CIW_STAGE,CIW_ETLUSER,8612860,10635218,0,1,0,0,External,883804858,NA,4
58996,CIW_STAGE,CIW_ETLUSER,8612398,10634657,0,1,0,0,External,259061982,NA,4
58998,CIW_STAGE,CIW_ETLUSER,8614690,10637140,5,19,0,0,External,1478656213,NA,4
59002,CIW,CIW_ETLUSER,8612947,10635360,1,4,1,12,External,1624191621,NA,4
59003,CIW_STAGE,CIW_ETLUSER,8615220,10637644,0,1,0,0,External,766992162,NA,4
59006,CIW_STAGE,CIW_ETLUSER,8601545,10622581,1,1,1,88,External,1580626441,NA,4
59007,CIW_STAGE,CIW_ETLUSER,8606841,10628435,0,1,0,0,External,1811111342,NA,4
59008,CIW_STAGE,CIW_ETLUSER,8603475,10624569,0,1,0,0,External,883804858,NA,4
59012,CIW_STAGE,CIW_ETLUSER,8604545,10625812,0,1,0,0,External,1580626441,NA,4
59013,CIW_STAGE,CIW_ETLUSER,8607650,10629129,1,1,1,88,External,1580626441,NA,4
59016,CIW_STAGE,CIW_ETLUSER,8611448,10633754,0,1,0,0,External,1953664530,NA,4
59018,CIW_STAGE,CIW_ETLUSER,8601413,10622454,1,1,1,88,External,1580626441,NA,4
59022,CIW_STAGE,CIW_ETLUSER,8614301,10636791,0,1,0,0,External,276766642,NA,4
59025,CIW_STAGE,CIW_ETLUSER,8616211,10638921,0,1,0,0,External,883804858,NA,4
59026,CIW_STAGE,CIW_ETLUSER,8614888,10637369,1,7,0,0,External,1886013835,NA,4
59028,CIW_STAGE,CIW_ETLUSER,8613920,10636383,0,1,0,0,External,445844356,NA,4
59029,CIW_STAGE,CIW_ETLUSER,8613762,10636248,3,4,0,0,External,1215751167,NA,4
59033,CIW_STAGE,CIW_ETLUSER,8489025,10531208,0,1,0,0,External,883804858,NA,4
59034,CIW_STAGE,CIW_ETLUSER,8486874,10527068,1,1,1,88,External,1580626441,NA,4
59035,CIW_STAGE,CIW_ETLUSER,8493905,10538027,608,2,0,0,External,670401081,NA,4
59036,CIW_STAGE,CIW_ETLUSER,8499591,10545923,0,2,0,0,External,670401081,NA,4
59042,CIW_STAGE,CIW_ETLUSER,8486463,10526397,0,1,0,0,External,1594037545,NA,4
59046,CIW_STAGE,CIW_ETLUSER,8456555,10490740,0,2,0,0,External,670401081,NA,4
59048,CIW_STAGE,CIW_ETLUSER,8462152,10496750,0,1,0,0,External,445844356,NA,4
59049,CIW_STAGE,CIW_ETLUSER,8466183,10501093,5,4,6716,3927769,External,1462884293,NA,4
59052,MARKETING,MARKETING_ETLUSER,8504146,10551146,0,1,0,0,External,1833377552,NA,4
59053,MARKETING,MARKETING_ETLUSER,8529282,10559112,0,1,0,0,External,1939974042,NA,4
59054,MARKETING,MARKETING_ETLUSER,8531458,10560031,1,1,1,20,External,1472900341,NA,4
59056,MARKETING,MARKETING_ETLUSER,8530024,10559643,0,1,0,0,External,219409523,NA,4
59057,MARKETING,MARKETING_ETLUSER,8529633,10559356,0,1,0,0,External,987541399,NA,4
59058,MARKETING,MARKETING_ETLUSER,8503384,10550100,0,2,0,0,External,1907071508,NA,4
59059,MARKETING,MARKETING_ETLUSER,8531423,10560027,0,1,0,0,External,1775446092,NA,4
59064,MARKETING,MARKETING_ETLUSER,8578132,10589788,135,4,0,0,External,1338457202,NA,4
59069,MARKETING,MARKETING_ETLUSER,8576797,10588187,2,1,1,10,External,496222976,NA,4
59073,MARKETING,MARKETING_ETLUSER,8598477,10618412,0,1,0,0,External,1971296842,NA,4
